Elaborado el... 2007-11-15
Mes: 1 de Febrero de 2007 al 28 de Febrero de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO
0536472 |3841 | 2007-09-07 | 17:40:43 | 18:40:43 | idiomas | pc06 | Practica
0634203 |3846 | 2007-09-07 | 13:19:16 | 14:19:16 | idiomas | pc06 | Practica
0529196 |3846 | 2007-09-07 | 17:15:09 | 18:15:09 | idiomas | pc06 | Practica
0441903 |3857 | 2007-09-07 | 14:21:02 | 15:21:02 | idiomas | pc06 | Practica
0738956 |3846 | 2007-09-07 | 13:32:33 | 14:32:33 | idiomas | pc08 | Practica
0222304 |3842 | 2007-09-07 | 14:41:13 | 15:41:13 | idiomas | pc08 | Practica
0732372 |3846 | 2007-09-07 | 13:47:19 | 14:47:19 | idiomas | pc10 | Practica
0742975 |3857 | 2007-09-07 | 16:08:50 | 17:08:50 | idiomas | pc10 | Practica
0639434 |3846 | 2007-09-07 | 16:12:38 | 17:12:38 | idiomas | pc10 | Practica
9929277 |3845 | 2007-09-07 | 17:43:08 | 18:43:08 | idiomas | pc10 | Practica
0735464 |3846 | 2007-09-07 | 13:47:46 | 14:47:46 | idiomas | pc12 | Practica
0742975 |3857 | 2007-09-07 | 16:09:46 | 17:09:46 | idiomas | pc12 | Practica
0732159 |3846 | 2007-09-07 | 13:48:06 | 14:48:06 | idiomas | pc14 | Practica
0741164 |3857 | 2007-09-07 | 16:10:14 | 17:10:14 | idiomas | pc14 | Practica
0543597 |3842 | 2007-09-07 | 16:11:17 | 17:11:17 | idiomas | pc16 | Practica
0538950 |3842 | 2007-09-07 | 16:11:29 | 17:11:29 | idiomas | pc18 | Practica
0752191 |3841 | 2007-09-07 | 16:40:18 | 17:40:18 | idiomas | pc19 | Practica
0732372 |3846 | 2007-09-07 | 16:19:07 | 17:19:07 | idiomas | pc20 | Practica
0749962 |3841 | 2007-09-07 | 16:39:42 | 17:39:42 | idiomas | pc21 | Practica
0735464 |3846 | 2007-09-07 | 16:19:29 | 17:19:29 | idiomas | pc22 | Practica
0444268 |3748 | 2007-09-08 | 10:03:09 | 11:03:09 | idiomas | pc01 | Practica
0745516 |3857 | 2007-09-08 | 08:17:17 | 09:17:17 | idiomas | pc01 | Practica
0750515 |3845 | 2007-09-08 | 10:11:15 | 11:11:15 | idiomas | pc03 |  
0222304 |3842 | 2007-09-10 | 13:11:04 | 14:11:04 | idiomas | pc01 | Practica
0222304 |3842 | 2007-09-10 | 14:15:56 | 15:15:56 | idiomas | pc01 | Practica
0743640 |3857 | 2007-09-10 | 13:16:01 | 14:16:01 | idiomas | pc03 | Practica
0731954 |3846 | 2007-09-10 | 14:18:21 | 15:18:21 | idiomas | pc03 | Practica
0750339 |3857 | 2007-09-10 | 13:16:52 | 14:16:52 | idiomas | pc04 | Practica
0531980 |3857 | 2007-09-10 | 14:21:54 | 15:21:54 | idiomas | pc04 | Practica
0539433 |3842 | 2007-09-10 | 15:35:49 | 16:35:49 | idiomas | pc04 | Practica
0444268 |3748 | 2007-09-10 | 17:39:34 | 18:39:34 | idiomas | pc04 | Practica
0752191 |3841 | 2007-09-10 | 16:58:57 | 17:58:57 | idiomas | pc06 | Practica
0437550 |3857 | 2007-09-10 | 17:04:57 | 18:04:57 | idiomas | pc08 | Practica
0732210 |3841 | 2007-09-10 | 17:40:25 | 18:40:25 | idiomas | pc10 | Practica
0422080 |3841 | 2007-09-10 | 17:41:29 | 18:41:29 | idiomas | pc12 | Practica
0732930 |3841 | 2007-09-10 | 19:25:23 | 20:25:23 | idiomas | pc20 | Practica
0129249 |3842 | 2007-09-11 | 18:25:46 | 19:25:46 | idiomas | pc01 | Practica
0131470 |3842 | 2007-09-11 | 19:03:36 | 20:03:36 | idiomas | pc03 | Practica
0532542 |3841 | 2007-09-11 | 17:44:07 | 18:44:07 | idiomas | pc04 | Practica
0444268 |3748 | 2007-09-11 | 20:04:27 | 21:04:27 | idiomas | pc04 | Practica
0528823 |3841 | 2007-09-11 | 17:44:29 | 18:44:29 | idiomas | pc06 | Practica
0536472 |3841 | 2007-09-11 | 17:55:02 | 18:55:02 | idiomas | pc08 | Practica
0440520 |3845 | 2007-09-11 | 18:01:19 | 19:01:19 | idiomas | pc10 | Practica
0328106 |3845 | 2007-09-11 | 18:11:48 | 19:11:48 | idiomas | pc16 | Practica
0122229 |3842 | 2007-09-11 | 18:11:07 | 19:11:07 | idiomas | pc18 | Practica
0733470 |3841 | 2007-09-11 | 18:02:06 | 19:02:06 | idiomas | pc21 | Practica
0222304 |3842 | 2007-09-12 | 14:26:31 | 15:26:31 | idiomas | pc01 | Practica
0226348 |3841 | 2007-09-12 | 19:57:26 | 20:57:26 | idiomas | pc01 | Practica
0440520 |3845 | 2007-09-12 | 17:56:01 | 18:56:01 | idiomas | pc02 | Practica
0639434 |3846 | 2007-09-12 | 14:26:49 | 15:26:49 | idiomas | pc03 | Practica
0732930 |3841 | 2007-09-12 | 16:29:42 | 17:29:42 | idiomas | pc03 | Practica
0410039 |3841 | 2007-09-12 | 14:27:05 | 15:27:05 | idiomas | pc04 | Practica
0536231 |3846 | 2007-09-12 | 16:57:12 | 17:57:12 | idiomas | pc04 | Practica
0444268 |3748 | 2007-09-12 | 14:28:32 | 15:28:32 | idiomas | pc06 | Practica
0747551 |3857 | 2007-09-12 | 16:39:14 | 17:39:14 | idiomas | pc08 | Practica
0543379 |3846 | 2007-09-12 | 16:57:37 | 17:57:37 | idiomas | pc10 | Practica
0530241 |3846 | 2007-09-12 | 16:58:02 | 17:58:02 | idiomas | pc12 | Practica
9929364 |3845 | 2007-09-12 | 17:11:55 | 18:11:55 | idiomas | pc14 | Practica
9929364 |3845 | 2007-09-12 | 17:13:35 | 18:13:35 | idiomas | pc16 | Practica
0536472 |3841 | 2007-09-12 | 17:17:06 | 18:17:06 | idiomas | pc16 | Practica
0733336 |3841 | 2007-09-12 | 17:38:36 | 18:38:36 | idiomas | pc18 | Practica
0440520 |3845 | 2007-09-13 | 18:11:23 | 19:11:23 | idiomas | pc01 | Practica
0222304 |3842 | 2007-09-13 | 13:10:32 | 14:10:32 | idiomas | pc01 | Practica
0732391 |3841 | 2007-09-13 | 15:00:24 | 16:00:24 | idiomas | pc01 | Practica
16609971 |1111 | 2007-09-13 | 16:56:42 | 17:56:42 | idiomas | pc01 | Practica
0644183 |3857 | 2007-09-13 | 14:31:37 | 15:31:37 | idiomas | pc03 | Practica
0744125 |3857 | 2007-09-13 | 13:10:50 | 14:10:50 | idiomas | pc03 | Practica
0328106 |3845 | 2007-09-13 | 18:17:26 | 19:17:26 | idiomas | pc04 | Practica
0745140 |3857 | 2007-09-13 | 13:25:46 | 14:25:46 | idiomas | pc04 | Practica
0429966 |3842 | 2007-09-13 | 14:32:33 | 15:32:33 | idiomas | pc04 | Practica
0631162 |3846 | 2007-09-13 | 14:35:20 | 15:35:20 | idiomas | pc04 | Practica
0732210 |3841 | 2007-09-13 | 17:11:38 | 18:11:38 | idiomas | pc04 | Practica
0751450 |3857 | 2007-09-13 | 13:26:45 | 14:26:45 | idiomas | pc06 | Practica
0429966 |3842 | 2007-09-13 | 14:35:39 | 15:35:39 | idiomas | pc06 | Practica
0752191 |3841 | 2007-09-13 | 16:32:23 | 17:32:23 | idiomas | pc06 | Practica
0744193 |3857 | 2007-09-13 | 13:28:14 | 14:28:14 | idiomas | pc08 | Practica
0745580 |3857 | 2007-09-13 | 15:07:42 | 16:07:42 | idiomas | pc08 | Practica
0732930 |3841 | 2007-09-13 | 16:46:01 | 17:46:01 | idiomas | pc08 | Practica
0746839 |3857 | 2007-09-13 | 13:28:32 | 14:28:32 | idiomas | pc10 | Practica
0741164 |3857 | 2007-09-13 | 15:40:16 | 16:40:16 | idiomas | pc10 | Practica
0639434 |3846 | 2007-09-13 | 17:12:11 | 18:12:11 | idiomas | pc10 | Practica
0750081 |3857 | 2007-09-13 | 14:01:09 | 15:01:09 | idiomas | pc12 | Practica
0122091 |3845 | 2007-09-13 | 17:12:39 | 18:12:39 | idiomas | pc12 | Practica
0646047 |3857 | 2007-09-13 | 12:59:03 | 13:59:03 | idiomas | pc14 | Practica
0741288 |3857 | 2007-09-13 | 15:44:01 | 16:44:01 | idiomas | pc14 | Practica
0742975 |3857 | 2007-09-13 | 15:44:27 | 16:44:27 | idiomas | pc16 | Practica
0747313 |3857 | 2007-09-13 | 15:44:45 | 16:44:45 | idiomas | pc18 | Practica
0745545 |3857 | 2007-09-13 | 15:44:59 | 16:44:59 | idiomas | pc20 | Practica
0444268 |3748 | 2007-09-13 | 15:43:48 | 16:43:48 | idiomas | pc22 | Practica
0444665 |3857 | 2007-09-13 | 17:44:02 | 18:44:02 | idiomas | pc22 | Practica
0222304 |3842 | 2007-09-14 | 13:20:33 | 14:20:33 | idiomas | pc01 | Practica
0741180 |3857 | 2007-09-14 | 13:28:23 | 14:28:23 | idiomas | pc03 | Practica
0322385 |3846 | 2007-09-14 | 17:02:04 | 18:02:04 | idiomas | pc03 | Practica
0322385 |3846 | 2007-09-14 | 13:48:34 | 14:48:34 | idiomas | pc04 | Practica
0539481 |3842 | 2007-09-14 | 15:07:44 | 16:07:44 | idiomas | pc06 | Practica
0543597 |3842 | 2007-09-14 | 15:08:11 | 16:08:11 | idiomas | pc08 | Practica
0751158 |3842 | 2007-09-14 | 16:02:53 | 17:02:53 | idiomas | pc10 | Practica
0747503 |3842 | 2007-09-14 | 16:03:25 | 17:03:25 | idiomas | pc12 | Practica
0333645 |3845 | 2007-09-15 | 11:15:10 | 12:15:10 | idiomas | pc01 | Clase
0334857 |3845 | 2007-09-15 | 11:15:28 | 12:15:28 | idiomas | pc02 | Clase
0222444 |3845 | 2007-09-15 | 11:15:43 | 12:15:43 | idiomas | pc03 | Clase
9825753 |3845 | 2007-09-15 | 11:16:05 | 12:16:05 | idiomas | pc04 | Clase
0627561 |3845 | 2007-09-15 | 11:16:26 | 12:16:26 | idiomas | pc05 | Clase
0132595 |3845 | 2007-09-15 | 11:16:52 | 12:16:52 | idiomas | pc06 | Clase
9828881 |3845 | 2007-09-15 | 11:17:52 | 12:17:52 | idiomas | pc07 | Clase
0122068 |3845 | 2007-09-15 | 11:19:32 | 12:19:32 | idiomas | pc08 | Clase
0330660 |3846 | 2007-09-15 | 11:19:53 | 12:19:53 | idiomas | pc09 | Clase
0438363 |3841 | 2007-09-15 | 11:20:30 | 12:20:30 | idiomas | pc10 | Clase
0536531 |3841 | 2007-09-15 | 11:21:14 | 12:21:14 | idiomas | pc11 | Clase
0135274 |3845 | 2007-09-15 | 11:22:37 | 12:22:37 | idiomas | pc12 | Clase
0125323 |3845 | 2007-09-15 | 11:22:57 | 12:22:57 | idiomas | pc13 | Clase
0626490 |3845 | 2007-09-15 | 11:23:12 | 12:23:12 | idiomas | pc14 | Clase
0623532 |3845 | 2007-09-15 | 11:23:29 | 12:23:29 | idiomas | pc15 | Clase
0222162 |3845 | 2007-09-15 | 11:23:43 | 12:23:43 | idiomas | pc16 | Clase
0222003 |3845 | 2007-09-15 | 11:24:01 | 12:24:01 | idiomas | pc17 | Clase
9223084 |3845 | 2007-09-15 | 11:24:26 | 12:24:26 | idiomas | pc18 | Clase
0233153 |3845 | 2007-09-15 | 11:24:48 | 12:24:48 | idiomas | pc19 | Clase
0322090 |3845 | 2007-09-15 | 11:25:13 | 12:25:13 | idiomas | pc20 | Clase
0623229 |3845 | 2007-09-15 | 11:25:30 | 12:25:30 | idiomas | pc21 | Clase
0625330 |3845 | 2007-09-15 | 11:25:44 | 12:25:44 | idiomas | pc22 | Clase
0222304 |3842 | 2007-09-17 | 13:11:19 | 14:11:19 | idiomas | pc01 | Practica
0746839 |3857 | 2007-09-17 | 13:13:26 | 14:13:26 | idiomas | pc03 | Practica
0444268 |3748 | 2007-09-17 | 14:49:50 | 15:49:50 | idiomas | pc03 | Practica
0732210 |3841 | 2007-09-17 | 17:28:43 | 18:28:43 | idiomas | pc03 | Practica
0731085 |3841 | 2007-09-17 | 18:00:47 | 19:00:47 | idiomas | pc03 | Practica
0739281 |3857 | 2007-09-17 | 13:13:49 | 14:13:49 | idiomas | pc04 | Practica
0747551 |3857 | 2007-09-17 | 14:52:24 | 15:52:24 | idiomas | pc04 | Practica
0410039 |3841 | 2007-09-17 | 16:56:58 | 17:56:58 | idiomas | pc04 | Practica
0747551 |3857 | 2007-09-17 | 13:19:53 | 14:19:53 | idiomas | pc06 | Practica
0745140 |3857 | 2007-09-17 | 15:08:28 | 16:08:28 | idiomas | pc06 | Practica
16609971 |1111 | 2007-09-17 | 17:34:49 | 18:34:49 | idiomas | pc06 | Practica
0745140 |3857 | 2007-09-17 | 13:39:59 | 14:39:59 | idiomas | pc08 | Practica
0749635 |3857 | 2007-09-17 | 15:15:38 | 16:15:38 | idiomas | pc08 | Practica
0410039 |3841 | 2007-09-17 | 16:11:41 | 17:11:41 | idiomas | pc08 | Practica
0646302 |3845 | 2007-09-17 | 18:07:59 | 19:07:59 | idiomas | pc08 | Practica
0744125 |3857 | 2007-09-17 | 15:09:08 | 16:09:08 | idiomas | pc10 | Practica
0732930 |3841 | 2007-09-17 | 18:17:05 | 19:17:05 | idiomas | pc20 | Practica
0641162 |3841 | 2007-09-20 | 10:18:43 | 11:18:43 | idiomas | pc01 | Practica
0745140 |3857 | 2007-09-20 | 12:54:16 | 13:54:16 | idiomas | pc01 | Practica
0122091 |3845 | 2007-09-20 | 19:29:56 | 20:29:56 | idiomas | pc01 | Practica
0749530 |3857 | 2007-09-20 | 14:11:03 | 15:11:03 | idiomas | pc01 | Practica
0500008 |7878 | 2007-09-20 | 16:20:42 | 17:20:42 | idiomas | pc01 | Practica
0752191 |3841 | 2007-09-20 | 17:14:27 | 18:14:27 | idiomas | pc01 | Practica
0222304 |3842 | 2007-09-20 | 11:52:31 | 12:52:31 | idiomas | pc03 | Practica
0431136 |3857 | 2007-09-20 | 10:50:33 | 11:50:33 | idiomas | pc04 | Practica
0522208 |3857 | 2007-09-20 | 12:50:49 | 13:50:49 | idiomas | pc04 | Practica
0741065 |3857 | 2007-09-20 | 14:01:01 | 15:01:01 | idiomas | pc04 | Practica
0444268 |3748 | 2007-09-20 | 15:39:58 | 16:39:58 | idiomas | pc04 | Practica
0127197 |3846 | 2007-09-20 | 16:20:59 | 17:20:59 | idiomas | pc04 | Practica
0639434 |3846 | 2007-09-20 | 17:17:23 | 18:17:23 | idiomas | pc04 | Practica
0444268 |3748 | 2007-09-20 | 11:51:41 | 12:51:41 | idiomas | pc06 | Practica
0741164 |3857 | 2007-09-20 | 13:01:50 | 14:01:50 | idiomas | pc06 | Practica
0626102 |3845 | 2007-09-20 | 14:04:57 | 15:04:57 | idiomas | pc06 | Practica
0626089 |3845 | 2007-09-20 | 16:48:41 | 17:48:41 | idiomas | pc06 | Practica
0646047 |3857 | 2007-09-20 | 12:50:21 | 13:50:21 | idiomas | pc08 | Practica
0734540 |3857 | 2007-09-20 | 13:18:23 | 14:18:23 | idiomas | pc08 | Practica
0741288 |3857 | 2007-09-20 | 13:03:23 | 14:03:23 | idiomas | pc10 | Practica
0738115 |3857 | 2007-09-20 | 14:06:25 | 15:06:25 | idiomas | pc10 | Practica
0528046 |3857 | 2007-09-20 | 16:19:53 | 17:19:53 | idiomas | pc10 | Practica
0122009 |3842 | 2007-09-20 | 17:14:47 | 18:14:47 | idiomas | pc10 | Practica
0747534 |3857 | 2007-09-20 | 14:11:17 | 15:11:17 | idiomas | pc12 | Practica
0732930 |3841 | 2007-09-20 | 16:21:34 | 17:21:34 | idiomas | pc12 | Practica
0422080 |3841 | 2007-09-20 | 18:00:47 | 19:00:47 | idiomas | pc12 | Practica
0742975 |3857 | 2007-09-20 | 14:50:54 | 15:50:54 | idiomas | pc14 | Practica
0444268 |3748 | 2007-09-20 | 17:15:04 | 18:15:04 | idiomas | pc14 | Practica
0522208 |3857 | 2007-09-20 | 14:51:22 | 15:51:22 | idiomas | pc16 | Practica
0522209 |3857 | 2007-09-21 | 13:19:42 | 14:19:42 | idiomas | pc01 | Practica
0522419 |3857 | 2007-09-21 | 13:19:55 | 14:19:55 | idiomas | pc03 | Practica
0544170 |3841 | 2007-09-21 | 16:56:32 | 17:56:32 | idiomas | pc03 | Practica
0744338 |3857 | 2007-09-21 | 13:20:10 | 14:20:10 | idiomas | pc04 | Practica
0322385 |3846 | 2007-09-21 | 14:11:55 | 15:11:55 | idiomas | pc04 | Practica
0029883 |3845 | 2007-09-21 | 18:11:52 | 19:11:52 | idiomas | pc04 | Practica
0222304 |3842 | 2007-09-21 | 13:49:34 | 14:49:34 | idiomas | pc06 | Practica
0642079 |3857 | 2007-09-21 | 13:49:15 | 14:49:15 | idiomas | pc08 | Practica
0642079 |3857 | 2007-09-21 | 13:48:52 | 14:48:52 | idiomas | pc10 | Practica
0745607 |3645 | 2007-09-21 | 14:01:01 | 15:01:01 | idiomas | pc12 | Practica
0746592 |3645 | 2007-09-21 | 14:01:18 | 15:01:18 | idiomas | pc13 | Practica
0222304 |3842 | 2007-09-22 | 09:19:54 | 10:19:54 | idiomas | pc01 | Practica
0222304 |3842 | 2007-09-22 | 11:16:15 | 12:16:15 | idiomas | pc01 | Practica
0444268 |3748 | 2007-09-22 | 10:28:37 | 11:28:37 | idiomas | pc03 | Practica
0623358 |3846 | 2007-09-22 | 10:28:17 | 11:28:17 | idiomas | pc04 | Practica
16609971 |1111 | 2007-09-22 | 10:29:06 | 11:29:06 | idiomas | pc06 | Practica
0522349 |3845 | 2007-09-22 | 10:30:01 | 11:30:01 | idiomas | pc08 | Practica
0625550 |3857 | 2007-09-24 | 13:38:02 | 14:38:02 | idiomas | pc01 | Practica
0522064 |3845 | 2007-09-24 | 19:16:45 | 20:16:45 | idiomas | pc01 | Practica
0222304 |3842 | 2007-09-24 | 13:38:16 | 14:38:16 | idiomas | pc03 | Practica
0422290 |3857 | 2007-09-24 | 14:47:52 | 15:47:52 | idiomas | pc04 | Practica
0341201 |3647 | 2007-09-24 | 14:49:01 | 15:49:01 | idiomas | pc06 | Practica
0745140 |3857 | 2007-09-24 | 16:49:59 | 17:49:59 | idiomas | pc08 | Practica
0752191 |3841 | 2007-09-24 | 16:50:16 | 17:50:16 | idiomas | pc10 | Practica
0543429 |2832 | 2007-09-25 | 19:47:23 | 20:47:23 | idiomas | pc01 | Practica
0444268 |3748 | 2007-09-26 | 14:05:45 | 15:05:45 | idiomas | pc01 | Practica
0029883 |3845 | 2007-09-26 | 14:12:17 | 15:12:17 | idiomas | pc03 | Practica
0522068 |3845 | 2007-09-26 | 18:13:09 | 19:13:09 | idiomas | pc03 | Practica
0322383 |3846 | 2007-09-26 | 15:38:14 | 16:38:14 | idiomas | pc04 | Practica
0222342 |3842 | 2007-09-26 | 14:28:32 | 15:28:32 | idiomas | pc04 | Practica
0127197 |3846 | 2007-09-26 | 14:53:54 | 15:53:54 | idiomas | pc06 | Practica
0500008 |7878 | 2007-09-26 | 14:54:53 | 15:54:53 | idiomas | pc08 | Practica
0633121 |3340 | 2007-09-26 | 15:15:54 | 16:15:54 | idiomas | pc10 | Practica
0749530 |3857 | 2007-09-26 | 15:20:19 | 16:20:19 | idiomas | pc12 | Practica
0740281 |3857 | 2007-09-26 | 15:21:10 | 16:21:10 | idiomas | pc14 | Practica
0742975 |3857 | 2007-09-26 | 15:21:41 | 16:21:41 | idiomas | pc16 | Practica
0222304 |3842 | 2007-09-26 | 15:52:44 | 16:52:44 | idiomas | pc18 | Practica
0322215 |3846 | 2007-09-27 | 10:24:22 | 11:24:22 | idiomas | pc01 | Investigacion
0322215 |3846 | 2007-09-27 | 10:24:51 | 11:24:51 | idiomas | pc01 | Investigacion
0222304 |3842 | 2007-09-27 | 12:09:38 | 13:09:38 | idiomas | pc01 | Practica
0444268 |3748 | 2007-09-27 | 16:50:50 | 17:50:50 | idiomas | pc01 | Practica
0029883 |3845 | 2007-09-27 | 19:10:36 | 20:10:36 | idiomas | pc01 | Practica
0525522 |2635 | 2007-09-27 | 10:25:06 | 11:25:06 | idiomas | pc02 | Investigacion
0646033 |3647 | 2007-09-27 | 10:25:32 | 11:25:32 | idiomas | pc03 | Investigacion
0625550 |3857 | 2007-09-27 | 12:09:14 | 13:09:14 | idiomas | pc03 | Practica
0530230 |3841 | 2007-09-27 | 14:20:28 | 15:20:28 | idiomas | pc04 | Practica
0752488 |3846 | 2007-09-27 | 15:51:13 | 16:51:13 | idiomas | pc04 | Practica
0436737 |2635 | 2007-09-27 | 10:26:23 | 11:26:23 | idiomas | pc05 | Investigacion
0747551 |3857 | 2007-09-27 | 14:25:12 | 15:25:12 | idiomas | pc05 | Practica
0524175 |2635 | 2007-09-27 | 10:26:41 | 11:26:41 | idiomas | pc06 | Investigacion
0747984 |3846 | 2007-09-27 | 15:52:31 | 16:52:31 | idiomas | pc06 | Practica
16609971 |1111 | 2007-09-27 | 17:00:44 | 18:00:44 | idiomas | pc06 | Practica
0441572 |2635 | 2007-09-27 | 10:26:57 | 11:26:57 | idiomas | pc07 | Investigacion
0428942 |2635 | 2007-09-27 | 10:27:14 | 11:27:14 | idiomas | pc08 | Investigacion
0738115 |3857 | 2007-09-27 | 14:49:18 | 15:49:18 | idiomas | pc08 | Practica
0752488 |3846 | 2007-09-27 | 16:10:35 | 17:10:35 | idiomas | pc08 | Practica
0432058 |2635 | 2007-09-27 | 10:28:07 | 11:28:07 | idiomas | pc09 | Investigacion
0436661 |2635 | 2007-09-27 | 10:29:06 | 11:29:06 | idiomas | pc10 | Investigacion
0743981 |3857 | 2007-09-27 | 14:50:12 | 15:50:12 | idiomas | pc10 | Practica
0437855 |2635 | 2007-09-27 | 10:28:45 | 11:28:45 | idiomas | pc11 | Investigacion
0354280 |3846 | 2007-09-27 | 10:29:28 | 11:29:28 | idiomas | pc12 | Investigacion
0631162 |3846 | 2007-09-27 | 15:12:38 | 16:12:38 | idiomas | pc12 | Practica
0422290 |3857 | 2007-09-27 | 15:30:57 | 16:30:57 | idiomas | pc14 | Practica
0522068 |3845 | 2007-09-27 | 19:09:06 | 20:09:06 | idiomas | pc14 | Practica
0434469 |2635 | 2007-09-27 | 10:30:32 | 11:30:32 | idiomas | pc15 | Investigacion
0432113 |2635 | 2007-09-27 | 10:31:39 | 11:31:39 | idiomas | pc16 | Investigacion
0444268 |3748 | 2007-09-27 | 15:53:31 | 16:53:31 | idiomas | pc16 | Practica
0522345 |3845 | 2007-09-27 | 18:44:23 | 19:44:23 | idiomas | pc16 | Practica
0626354 |3846 | 2007-09-27 | 15:50:35 | 16:50:35 | idiomas | pc17 | Practica
0623377 |3846 | 2007-09-27 | 15:50:52 | 16:50:52 | idiomas | pc18 | Practica
0228218 |3845 | 2007-09-27 | 18:44:48 | 19:44:48 | idiomas | pc18 | Practica
0522064 |3845 | 2007-09-27 | 18:45:04 | 19:45:04 | idiomas | pc20 | Practica
0741473 |3857 | 2007-09-27 | 14:53:14 | 15:53:14 | idiomas | pc21 | Practica
0741480 |3857 | 2007-09-27 | 14:52:13 | 15:52:13 | idiomas | pc22 | Practica
0522209 |3857 | 2007-09-28 | 13:11:09 | 14:11:09 | idiomas | pc01 | Practica
0238759 |3857 | 2007-09-28 | 15:08:50 | 16:08:50 | idiomas | pc01 | Practica
0322038 |3842 | 2007-09-28 | 15:33:34 | 16:33:34 | idiomas | pc01 | Practica
0238759 |3857 | 2007-09-28 | 16:43:19 | 17:43:19 | idiomas | pc01 | Practica
0322038 |3842 | 2007-09-28 | 15:40:34 | 16:40:34 | idiomas | pc01 | Practica
0322017 |3842 | 2007-09-28 | 15:40:50 | 16:40:50 | idiomas | pc02 | Practica
0222304 |3842 | 2007-09-28 | 13:20:19 | 14:20:19 | idiomas | pc03 | Practica
0752191 |3841 | 2007-09-28 | 18:15:52 | 19:15:52 | idiomas | pc03 | Practica
0741180 |3857 | 2007-09-28 | 13:20:36 | 14:20:36 | idiomas | pc05 | Practica
0444268 |3748 | 2007-09-28 | 15:57:46 | 16:57:46 | idiomas | pc05 | Practica
0230589 |3461 | 2007-09-28 | 14:10:27 | 15:10:27 | idiomas | pc07 | Practica
0128720 |3846 | 2007-09-28 | 13:39:26 | 14:39:26 | idiomas | pc07 | Practica
0632060 |3846 | 2007-09-28 | 15:41:08 | 16:41:08 | idiomas | pc07 | Practica
0745329 |3841 | 2007-09-28 | 17:14:03 | 18:14:03 | idiomas | pc07 | Practica
0732372 |3846 | 2007-09-28 | 13:44:12 | 14:44:12 | idiomas | pc09 | Practica
0740281 |3857 | 2007-09-28 | 14:00:58 | 15:00:58 | idiomas | pc09 | Practica
0640675 |3846 | 2007-09-28 | 15:41:25 | 16:41:25 | idiomas | pc09 | Practica
0522160 |3841 | 2007-09-28 | 17:17:47 | 18:17:47 | idiomas | pc09 | Practica
0747503 |3842 | 2007-09-28 | 13:59:44 | 14:59:44 | idiomas | pc11 | Practica
0639697 |3846 | 2007-09-28 | 15:30:58 | 16:30:58 | idiomas | pc11 | Practica
0633121 |3340 | 2007-09-28 | 16:22:06 | 17:22:06 | idiomas | pc12 | Practica
0743316 |3645 | 2007-09-28 | 13:41:30 | 14:41:30 | idiomas | pc12 | Clase
0746592 |3645 | 2007-09-28 | 13:39:58 | 14:39:58 | idiomas | pc13 | Clase
0743033 |3645 | 2007-09-28 | 14:40:39 | 15:40:39 | idiomas | pc14 | Clase
0748243 |3645 | 2007-09-28 | 14:18:34 | 15:18:34 | idiomas | pc15 | Clase
0740529 |3645 | 2007-09-28 | 14:41:50 | 15:41:50 | idiomas | pc16 | Clase
0540151 |3857 | 2007-09-28 | 14:14:07 | 15:14:07 | idiomas | pc17 | Practica
0731954 |3846 | 2007-09-28 | 14:26:56 | 15:26:56 | idiomas | pc19 | Practica
0632689 |3846 | 2007-09-28 | 15:31:41 | 16:31:41 | idiomas | pc21 | Practica
0748051 |3842 | 2007-09-29 | 09:43:17 | 10:43:17 | idiomas | pc01 | Practica
0430067 |3841 | 2007-09-29 | 09:47:32 | 10:47:32 | idiomas | pc03 | Practica
0444268 |3748 | 2007-09-29 | 10:11:28 | 11:11:28 | idiomas | pc05 | Practica
0753020 |3845 | 2007-09-29 | 10:23:01 | 11:23:01 | idiomas | pc07 | Practica


Elaborado el... 2007-11-15
Mes: 1 de Octubre de 2007 al 31 de Octubre de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO

0235459 |3841 | 2007-10-01 | 19:23:29 | 20:23:29 | idiomas | pc01 | Practica
0705676 |7878 | 2007-10-01 | 15:54:09 | 16:54:09 | idiomas | pc01 | Practica
0422214 |3846 | 2007-10-01 | 13:16:24 | 14:16:24 | idiomas | pc01 | Practica
0732089 |3857 | 2007-10-01 | 14:26:37 | 15:26:37 | idiomas | pc01 | Practica
0422206 |3846 | 2007-10-01 | 13:16:39 | 14:16:39 | idiomas | pc03 | Practica
0227409 |3841 | 2007-10-01 | 19:55:31 | 20:55:31 | idiomas | pc03 | Practica
94424086 |1111 | 2007-10-01 | 14:12:52 | 15:12:52 | idiomas | pc03 | Practica
0625550 |3857 | 2007-10-01 | 13:41:46 | 14:41:46 | idiomas | pc05 | Practica
0222304 |3842 | 2007-10-01 | 13:57:54 | 14:57:54 | idiomas | pc07 | Practica
0744125 |3857 | 2007-10-01 | 16:07:11 | 17:07:11 | idiomas | pc09 | Practica
0422290 |3857 | 2007-10-01 | 14:11:06 | 15:11:06 | idiomas | pc09 | Practica
0622388 |3857 | 2007-10-01 | 16:07:33 | 17:07:33 | idiomas | pc11 | Practica
0730838 |3857 | 2007-10-01 | 14:27:09 | 15:27:09 | idiomas | pc11 | Practica
